index,date,site.name,plot.id,type,species,family,diameter_cm,basal.area_sq.cm,height_m,Remarks
3312,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,5.4,22.9,4.5,None
3313,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,4.5,15.9,3,None
3314,23.03.2011,Arpattu,1,FRAGMENT,Memecylon sp.,NA,6.7,35.26,4.5,None
3315,23.03.2011,Arpattu,1,FRAGMENT,Chukrasia tabularis,Meliaceae,4.5,15.9,5.5,None
3316,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,3,None
3317,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,18.2,260.16,6.5,None
3318,23.03.2011,Arpattu,1,FRAGMENT,Mallotus philippensis,Euphorbiaceae,6,28.27,3,None
3319,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,8.9,62.21,5.5,None
3320,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,4.8,18.1,7,None
3321,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,13.5,143.14,6.5,None
3322,23.03.2011,Arpattu,1,FRAGMENT,Goniothalamus cardiapetalus,Annonaceae,4.5,15.9,1.5,None
3323,23.03.2011,Arpattu,1,FRAGMENT,Holigarna arnottiana,Anacardiaceae,20.7,336.54,4,None
3324,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,13.2,136.85,9.5,None
3325,23.03.2011,Arpattu,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,4.8,18.1,6,None
3326,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,4.5,None
3327,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,8.5,None
3328,23.03.2011,Arpattu,1,FRAGMENT,Clerodendrum viscosum,Verbenaceae,6.7,35.26,9.5,None
3329,23.03.2011,Arpattu,1,FRAGMENT,Clerodendrum viscosum,Verbenaceae,3.2,8.04,6,None
3330,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7,38.48,4.5,None
3331,23.03.2011,Arpattu,1,FRAGMENT,Artocarpus integrifolius,Moraceae,21,346.36,10.5,None
3332,23.03.2011,Arpattu,1,FRAGMENT,Goniothalamus cardiapetalus,Annonaceae,4.5,15.9,4.5,None
3333,23.03.2011,Arpattu,1,FRAGMENT,Mallotus aureopunctapus,Euphorbiaceae,5.1,20.43,4.5,None
3334,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,15.3,183.85,7.5,None
3335,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,4,None
3336,23.03.2011,Arpattu,1,FRAGMENT,Aglaia Sp.,Meliaceae,98.7,7651.11,19.5,None
3337,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,9.5,None
3338,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,5,None
3339,23.03.2011,Arpattu,1,FRAGMENT,Mallotus philippensis,Euphorbiaceae,5.4,22.9,4.5,None
3340,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,3.5,9.62,6,None
3341,23.03.2011,Arpattu,1,FRAGMENT,Excoecaria robusta,NA,11.5,103.87,10.5,None
3342,23.03.2011,Arpattu,1,FRAGMENT,Clerodendrum viscosum,Verbenaceae,5.4,22.9,7.5,None
3343,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,6.5,None
3344,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,4.5,15.9,4.5,None
3345,23.03.2011,Arpattu,1,FRAGMENT,Clerodendrum viscosum,Verbenaceae,7,38.48,8,None
3346,23.03.2011,Arpattu,1,FRAGMENT,Clerodendrum viscosum,Verbenaceae,7.3,41.85,7.5,None
3347,23.03.2011,Arpattu,1,FRAGMENT,Caryota urens,Arecaceae,10.2,81.71,7.5,None
3348,23.03.2011,Arpattu,1,FRAGMENT,Drypetes oblongifolia,Euphorbiaceae,6,28.27,5.5,None
3349,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,3.5,9.62,6,None
3350,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,12.1,114.99,12.5,None
3351,23.03.2011,Arpattu,1,FRAGMENT,Psychotria nigra,Rubiaceae,3.8,11.34,2.5,None
3352,23.03.2011,Arpattu,1,FRAGMENT,Euodia lunu-ankenda,Rutaceae,6,28.27,6.5,None
3353,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,7.3,41.85,7,None
3354,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,6.7,35.26,6.5,None
3355,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,5.5,None
3356,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,9.9,76.98,11,None
3357,23.03.2011,Arpattu,1,FRAGMENT,Excoecaria robusta,NA,17.5,240.53,9,None
3358,23.03.2011,Arpattu,1,FRAGMENT,Caryota urens,Arecaceae,4.5,15.9,4.5,None
3359,23.03.2011,Arpattu,1,FRAGMENT,Calophyllum apetalum,Clusiaceae,6,28.27,8,None
3360,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,6.8,36.32,7.5,None
3361,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,3.2,8.04,NA,cut/broken
3362,23.03.2011,Arpattu,1,FRAGMENT,Memecylon wightii,Melastomataceae,4.8,18.1,5,None
3363,23.03.2011,Arpattu,1,FRAGMENT,Clerodendrum viscosum,Verbenaceae,6,28.27,9,None
3364,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,3.5,9.62,1.5,None
3365,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,3.5,9.62,2,None
3366,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,3.5,9.62,1,None
3367,23.03.2011,Arpattu,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,7.3,41.85,10.5,None
3368,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,11.5,103.87,7.5,None
3369,23.03.2011,Arpattu,1,FRAGMENT,Clerodendrum viscosum,Verbenaceae,10.6,88.25,8.5,None
3370,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,5.1,20.43,7,None
3371,23.03.2011,Arpattu,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,13.7,147.41,11,None
3372,23.03.2011,Arpattu,1,FRAGMENT,Euodia lunu-ankenda,Rutaceae,21.6,366.44,13.5,None
3373,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,13.7,147.41,13.5,None
3374,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,6.4,32.17,4,None
3375,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,5.1,20.43,7.5,None
3376,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,5.1,20.43,7.5,None
3377,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,8.9,62.21,10,None
3378,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,8,50.27,4,None
3379,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,4.1,13.2,5,None
3380,23.03.2011,Arpattu,1,FRAGMENT,Chionanthus malabaricus,Oleaceae,8.6,58.09,5.5,None
3381,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,6.7,35.26,8.5,None
3382,23.03.2011,Arpattu,1,FRAGMENT,Meliosma pinnat,Sabiaceae,5.1,20.43,7,None
3383,23.03.2011,Arpattu,1,FRAGMENT,Grevia microcarpa,Tiliaceae,4.5,15.9,4.5,None
3384,23.03.2011,Arpattu,1,FRAGMENT,Clerodendrum viscosum,Verbenaceae,11.1,96.77,11,None
3385,23.03.2011,Arpattu,1,FRAGMENT,Glycosmis pentaphyilla,Rutaceae,5.7,25.52,2,None
3386,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,22.1,383.6,13,None
3387,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,15.6,191.13,6,None
3388,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,8.6,58.09,6,None
3389,23.03.2011,Arpattu,1,FRAGMENT,Vernonia monsis,Asteraceae,17.5,240.53,11,None
3390,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,11.9,111.22,8.5,None
3391,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,8,50.27,10,None
3392,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,4.1,13.2,6.5,None
3393,23.03.2011,Arpattu,1,FRAGMENT,Glycosmis pentaphyilla,Rutaceae,3.2,8.04,1,None
3394,23.03.2011,Arpattu,1,FRAGMENT,Memecylon wightii,Melastomataceae,3.2,8.04,2.5,None
3395,23.03.2011,Arpattu,1,FRAGMENT,Tabernaemontana heyneana,Apocynaceae,22,380.13,9,None
3396,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,10.5,86.59,10.5,None
3397,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,5,None
3398,23.03.2011,Arpattu,1,FRAGMENT,Flacourtia montana,Flacourtiaceae,7,38.48,8.5,None
3399,23.03.2011,Arpattu,1,FRAGMENT,Schleichera oleosa,Sapindaceae,4.1,13.2,6,None
3400,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,15,176.71,10.5,None
3401,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,9.7,73.9,6.5,None
3402,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,4.1,13.2,3.5,None
3403,23.03.2011,Arpattu,1,FRAGMENT,Goniothalamus cardiapetalus,Annonaceae,4.8,18.1,4.5,None
3404,23.03.2011,Arpattu,1,FRAGMENT,Drypetes oblongifolia,Euphorbiaceae,7.4,43.01,9,None
3405,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,11.8,109.36,9.5,None
3406,23.03.2011,Arpattu,1,FRAGMENT,Antidesma menasu,Euphorbiaceae,8.6,58.09,5.5,None
3407,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,8.1,51.53,6.5,None
3408,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,8.5,None
3409,23.03.2011,Arpattu,1,FRAGMENT,Drypetes oblongifolia,Euphorbiaceae,32.8,844.96,13.5,None
3410,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,9.9,76.98,10.5,None
3411,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,7.3,41.85,8.5,None
3412,23.03.2011,Arpattu,1,FRAGMENT,Flacourtia montana,Flacourtiaceae,4.1,13.2,5.5,None
3413,23.03.2011,Arpattu,1,FRAGMENT,Artocarpus integrifolius,Moraceae,15.6,191.13,13.5,None
3414,23.03.2011,Arpattu,1,FRAGMENT,Mimusops elengi,Sapotaceae,11.1,96.77,11,None
3415,23.03.2011,Arpattu,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,13.4,141.03,14.5,None
3416,23.03.2011,Arpattu,1,FRAGMENT,NA,NA,4.5,15.9,3.5,None
3417,23.03.2011,Arpattu,1,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,16.8,221.67,5.5,None
3418,23.03.2011,Arpattu,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,2.5,None
3419,23.03.2011,Arpattu,1,FRAGMENT,Flacourtia montana,Flacourtiaceae,5.4,22.9,6.5,None
3420,23.03.2011,Arpattu,1,FRAGMENT,Coffea robusta,Rubiaceae,7.7,46.57,8,None
3421,23.03.2011,Arpattu,1,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,24.8,483.05,13,None
3422,23.03.2011,Arpattu,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,11.5,103.87,11.5,None
3423,23.03.2011,Arpattu,1,FRAGMENT,Artocarpus hirsutus,Moraceae,21,346.36,13.5,None
3424,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,5.4,22.9,7.5,None
3425,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,10.2,81.71,7,None
3426,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,6.4,32.17,8,None
3427,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,10.5,86.59,8.5,None
3428,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,7.3,41.85,7,None
3429,23.03.2011,Arpattu,2,FRAGMENT,Flacourtia montana,Flacourtiaceae,7,38.48,7,None
3430,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,3.8,11.34,5.5,None
3431,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,3.2,8.04,6,None
3432,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,5.5,None
3433,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,8.9,62.21,9,None
3434,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.1,20.43,5.5,None
3435,23.03.2011,Arpattu,2,FRAGMENT,Acronycchia pedunculata,Rutaceae,8.6,58.09,9.5,None
3436,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,5.1,20.43,5,None
3437,23.03.2011,Arpattu,2,FRAGMENT,Psychotria nigra,Rubiaceae,7.9,49.02,4.5,None
3438,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,3.8,11.34,6,None
3439,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,8,50.27,8,None
3440,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,5.4,22.9,5.5,None
3441,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,3.5,9.62,4,None
3442,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,3.8,11.34,4,None
3443,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,4.1,13.2,3.5,None
3444,23.03.2011,Arpattu,2,FRAGMENT,Antidesma menasu,Euphorbiaceae,8.6,58.09,6.5,None
3445,23.03.2011,Arpattu,2,FRAGMENT,Drypetes oblongifolia,Euphorbiaceae,6.4,32.17,7.5,None
3446,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,5.6,24.63,5,None
3447,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,14.2,158.37,6.5,None
3448,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,3.8,11.34,4.5,None
3449,23.03.2011,Arpattu,2,FRAGMENT,Mastixia arborea,Cornaceae,10.5,86.59,8.5,None
3450,23.03.2011,Arpattu,2,FRAGMENT,Mastixia arborea,Cornaceae,8,50.27,6.5,None
3451,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,12.7,126.68,10.5,None
3452,23.03.2011,Arpattu,2,FRAGMENT,Psychotria nigra,Rubiaceae,3.2,8.04,3.5,None
3453,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,4.1,13.2,6,None
3454,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,6.4,32.17,5.5,None
3455,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,19.2,289.53,7.5,None
3456,23.03.2011,Arpattu,2,FRAGMENT,Euonymus indicus,Celastraceae,6.1,29.22,7,None
3457,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,19.2,289.53,4.5,None
3458,23.03.2011,Arpattu,2,FRAGMENT,Psychotria nigra,Rubiaceae,3.5,9.62,3.5,None
3459,23.03.2011,Arpattu,2,FRAGMENT,Flacourtia montana,Flacourtiaceae,6,28.27,6.5,None
3460,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,6.7,35.26,1.5,None
3461,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,11.1,96.77,6,None
3462,23.03.2011,Arpattu,2,FRAGMENT,Psychotria nigra,Rubiaceae,4.5,15.9,4,None
3463,23.03.2011,Arpattu,2,FRAGMENT,Mimusops elengi,Sapotaceae,36.3,1034.91,14.5,None
3464,23.03.2011,Arpattu,2,FRAGMENT,NA,NA,8,50.27,7,None
3465,23.03.2011,Arpattu,2,FRAGMENT,Psychotria nigra,Rubiaceae,3.2,8.04,4.5,None
3466,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,14.6,167.42,8.5,None
3467,23.03.2011,Arpattu,2,FRAGMENT,NA,NA,5.4,22.9,8,None
3468,23.03.2011,Arpattu,2,FRAGMENT,Euonymus indicus,Celastraceae,7.6,45.36,3,None
3469,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.7,25.52,7,None
3470,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,4.5,15.9,4.5,None
3471,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,4.1,13.2,4.5,None
3472,23.03.2011,Arpattu,2,FRAGMENT,Holigarna grahamii,Anacardiaceae,10.2,81.71,10,None
3473,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7.9,49.02,8,None
3474,23.03.2011,Arpattu,2,FRAGMENT,NA,NA,5.4,22.9,4.5,None
3475,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,8.9,62.21,10,None
3476,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,11.5,103.87,9,None
3477,23.03.2011,Arpattu,2,FRAGMENT,Psychotria nigra,Rubiaceae,3.5,9.62,3.5,None
3478,23.03.2011,Arpattu,2,FRAGMENT,Drypetes oblongifolia,Euphorbiaceae,6,28.27,8.5,None
3479,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,6.4,32.17,9,None
3480,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,13.1,134.78,10,None
3481,23.03.2011,Arpattu,2,FRAGMENT,Antidesma menasu,Euphorbiaceae,13.7,147.41,7,None
3482,23.03.2011,Arpattu,2,FRAGMENT,NA,NA,5.7,25.52,6,None
3483,23.03.2011,Arpattu,2,FRAGMENT,NA,NA,10.2,81.71,9,None
3484,23.03.2011,Arpattu,2,FRAGMENT,Glycosmis pentaphyilla,Rutaceae,4.8,18.1,3,None
3485,23.03.2011,Arpattu,2,FRAGMENT,Celtis philippensis,Ulmaceae,22.9,411.87,12.5,None
3486,23.03.2011,Arpattu,2,FRAGMENT,NA,NA,6.7,35.26,4.5,None
3487,23.03.2011,Arpattu,2,FRAGMENT,Drypetes oblongifolia,Euphorbiaceae,8,50.27,8.5,None
3488,23.03.2011,Arpattu,2,FRAGMENT,Vernonia monsis,Asteraceae,12.7,126.68,10,None
3489,23.03.2011,Arpattu,2,FRAGMENT,Vernonia monsis,Asteraceae,30.6,735.42,13.5,None
3490,23.03.2011,Arpattu,2,FRAGMENT,Mangifera indica,Anacardiaceae,3.5,9.62,5,None
3491,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,6,28.27,7,None
3492,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,8,None
3493,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,6.5,None
3494,23.03.2011,Arpattu,2,FRAGMENT,Euonymus indicus,Celastraceae,3.5,9.62,5,None
3495,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,20.1,317.31,11.5,None
3496,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,6.5,None
3497,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,6,None
3498,23.03.2011,Arpattu,2,FRAGMENT,Litsea floribunda,Lauraceae,10.2,81.71,5.5,None
3499,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,4.1,13.2,4.5,None
3500,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,8.1,51.53,6,None
3501,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,7,38.48,6,None
3502,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,15.3,183.85,5,None
3503,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,5.5,None
3504,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,5,None
3505,23.03.2011,Arpattu,2,FRAGMENT,Euonymus indicus,Celastraceae,3.2,8.04,4,None
3506,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,3.8,11.34,4.5,None
3507,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,3.8,11.34,3,None
3508,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,9.5,70.88,7,None
3509,23.03.2011,Arpattu,2,FRAGMENT,Psychotria nigra,Rubiaceae,3.2,8.04,3.5,None
3510,23.03.2011,Arpattu,2,FRAGMENT,Garcinia gummi-gutta,Clusiaceae,4.5,15.9,5,None
3511,23.03.2011,Arpattu,2,FRAGMENT,Drypetes oblongifolia,Euphorbiaceae,4.8,18.1,6,None
3512,23.03.2011,Arpattu,2,FRAGMENT,Celtis philippensis,Ulmaceae,4.5,15.9,6,None
3513,23.03.2011,Arpattu,2,FRAGMENT,Drypetes oblongifolia,Euphorbiaceae,6.4,32.17,7,None
3514,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,8,50.27,8,None
3515,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,7.5,None
3516,23.03.2011,Arpattu,2,FRAGMENT,Artocarpus integrifolius,Moraceae,22.9,411.87,16,None
3517,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,11.1,96.77,7,None
3518,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,3.2,8.04,2.5,None
3519,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,6.5,None
3520,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,3.5,9.62,4.5,None
3521,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,8.3,54.11,9.5,None
3522,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,3.2,8.04,5,None
3523,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7,38.48,9,None
3524,23.03.2011,Arpattu,2,FRAGMENT,Antidesma menasu,Euphorbiaceae,14.9,174.37,7,None
3525,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,20.7,336.54,7,None
3526,23.03.2011,Arpattu,2,FRAGMENT,Dysoxylum malabaricum,Meliaceae,92.3,6691.03,26,None
3527,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.7,25.52,7.5,None
3528,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,10.8,91.61,10,None
3529,23.03.2011,Arpattu,2,FRAGMENT,Excoecaria robusta,NA,12.4,120.76,10,None
3530,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,5.7,25.52,8.5,None
3531,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,9.2,66.48,11,None
3532,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,7.3,41.85,8.5,None
3533,23.03.2011,Arpattu,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,3.5,9.62,5,None
3534,23.03.2011,Arpattu,2,FRAGMENT,Maesa indica,Myrsinaceae,4.5,15.9,5,None
3535,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,3.5,9.62,5,None
3536,23.03.2011,Arpattu,2,FRAGMENT,Flacourtia montana,Flacourtiaceae,4.5,15.9,6.5,None
3537,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,7,38.48,4.5,None
3538,23.03.2011,Arpattu,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,3.2,8.04,4.5,None
3539,23.03.2011,Arpattu,2,FRAGMENT,Aporosa lindleyana,Euphorbiaceae,3.2,8.04,5,None
3540,23.03.2011,Arpattu,2,FRAGMENT,Excoecaria robusta,NA,3.5,9.62,5.5,None
3541,23.03.2011,Arpattu,2,FRAGMENT,Litsea floribunda,Lauraceae,10.2,81.71,10,None
3542,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,4,None
3543,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,5.4,22.9,6,None
3544,23.03.2011,Arpattu,2,FRAGMENT,Calophyllum apetalum,Clusiaceae,3.2,8.04,6,None
3545,23.03.2011,Arpattu,2,FRAGMENT,Vernonia monsis,Asteraceae,7.6,45.36,8,None
3546,23.03.2011,Arpattu,2,FRAGMENT,Vernonia monsis,Asteraceae,3.2,8.04,4,None
3547,23.03.2011,Arpattu,2,FRAGMENT,Drypetes oblongifolia,Euphorbiaceae,30.9,749.91,10.5,None
3548,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,6.7,35.26,9,None
3549,23.03.2011,Arpattu,2,FRAGMENT,Psychotria nigra,Rubiaceae,4.1,13.2,4,None
3550,23.03.2011,Arpattu,2,FRAGMENT,Chrysophyllum roxburdhii,Sapotaceae,10.5,86.59,10,None
3551,23.03.2011,Arpattu,2,FRAGMENT,Xanthophyllum flavescens,Xanthophyllaceae,4.1,13.2,4.5,None
3552,23.03.2011,Arpattu,2,FRAGMENT,Symplocos racemosa,Symplocaceae,11.1,96.77,10,None
3553,23.03.2011,Arpattu,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,6,None
3554,23.03.2011,Arpattu,2,FRAGMENT,Memecylon wightii,Melastomataceae,4.1,13.2,1.5,None
