index,date,site.name,plot.id,type,species,family,diameter_cm,basal.area_sq.cm,height_m,Remarks
253,15.11.2010,Hathure,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.8,11.34,3.5,None
254,15.11.2010,Hathure,1,FRAGMENT,Cinnamomum malabathrum,Lauraceae,15.3,183.85,8,None
255,15.11.2010,Hathure,1,FRAGMENT,Holigarna grahamii,Anacardiaceae,7.6,45.36,9.5,None
256,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,8.3,54.11,8,None
257,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,15.9,198.56,9,None
258,15.11.2010,Hathure,1,FRAGMENT,Knema attenuata,Myristicaceae,3.8,11.34,5,None
259,15.11.2010,Hathure,1,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,6,None
260,19.11.2010,Hathure,2,FRAGMENT,Trichilia connaroides,Meliaceae,5.1,20.43,5.5,None
261,19.11.2010,Hathure,2,FRAGMENT,Chrysophyllum roxburdhii,Sapotaceae,5.1,20.43,5,None
262,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,7.3,41.85,7.5,None
263,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.9,18.86,7,None
264,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,3.8,11.34,4,None
265,19.11.2010,Hathure,2,FRAGMENT,Chrysophyllum roxburdhii,Sapotaceae,3.2,8.04,4,None
266,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,11.1,96.77,5,None
267,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,11.1,96.77,5.5,None
268,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,6,28.27,7,None
269,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,4.5,15.9,5,None
270,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,5.1,20.43,5,None
271,19.11.2010,Hathure,2,FRAGMENT,Vernonia monsis,Asteraceae,7.3,41.85,6.5,None
272,19.11.2010,Hathure,2,FRAGMENT,Chionanthus malabaricus,Oleaceae,13.1,134.78,6,None
273,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,18.1,257.3,7.5,None
274,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,9.5,70.88,6.5,None
275,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,12.4,120.76,5,None
276,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,19.4,295.59,7,None
277,19.11.2010,Hathure,2,FRAGMENT,Chionanthus malabaricus,Oleaceae,14.6,167.42,7,None
278,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,6,None
279,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,4,None
280,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.5,15.9,2.5,None
281,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,5.1,20.43,6,None
282,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.1,20.43,6.5,None
283,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3,None
284,19.11.2010,Hathure,2,FRAGMENT,Canarium strictum,Burseraceae,11.5,103.87,8,None
285,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,7.6,45.36,7,None
286,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,6,28.27,6,None
287,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,8,50.27,6,None
288,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,6.7,35.26,NA,cut/broken
289,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.4,22.9,5,None
290,19.11.2010,Hathure,2,FRAGMENT,Chrysophyllum roxburdhii,Sapotaceae,10.2,81.71,7,None
291,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,8,50.27,7,None
292,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.5,15.9,3,None
293,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.7,25.52,4,None
294,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,8,50.27,4,None
295,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,4.1,13.2,4,None
296,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,4.1,13.2,4,None
297,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,4.5,None
298,19.11.2010,Hathure,2,FRAGMENT,Leea indica,Leeaceae,6.1,29.22,4,None
299,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.1,13.2,3.5,None
300,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,6.7,35.26,6,None
301,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,3,None
302,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,7.2,40.72,5.5,None
303,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,2.5,None
304,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,3.5,None
305,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,7.3,41.85,7,None
306,19.11.2010,Hathure,2,FRAGMENT,Flacourtia montana,Flacourtiaceae,6.7,35.26,6,None
307,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3.5,None
308,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,10.8,91.61,8,None
309,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,6.4,32.17,5.5,None
310,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,7.3,41.85,6,None
311,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,3.2,8.04,2.5,None
312,19.11.2010,Hathure,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,5.4,22.9,6,None
313,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,7.3,41.85,6.5,None
314,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,9.9,76.98,8,None
315,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.1,13.2,4,None
316,19.11.2010,Hathure,2,FRAGMENT,Holigarna grahamii,Anacardiaceae,92.3,6691.03,25,None
317,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,11.5,103.87,8.5,None
318,19.11.2010,Hathure,2,FRAGMENT,Psychotria nigra,Rubiaceae,4.8,18.1,3.5,None
319,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,3,None
320,19.11.2010,Hathure,2,FRAGMENT,Psychotria nigra,Rubiaceae,4.1,13.2,2.5,None
321,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,9.9,76.98,8,None
322,19.11.2010,Hathure,2,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,21.6,366.44,8.5,None
323,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,3.8,11.34,4,None
324,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,5,None
325,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,5.4,22.9,6,None
326,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.5,15.9,3,None
327,19.11.2010,Hathure,2,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,16.6,216.42,9,None
328,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,3.5,None
329,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,4,None
330,19.11.2010,Hathure,2,FRAGMENT,Caryota urens,Arecaceae,8.9,62.21,5,None
331,19.11.2010,Hathure,2,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,14.3,160.61,7.5,None
332,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,4,None
333,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,6,28.27,5.5,None
334,19.11.2010,Hathure,2,FRAGMENT,Diospyros sylvatica,Ebenaceae,4.1,13.2,5.5,None
335,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,6,28.27,5.5,None
336,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,4.8,18.1,6,None
337,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.4,22.9,6,None
338,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,5,None
339,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,5.7,25.52,4,None
340,19.11.2010,Hathure,2,FRAGMENT,Leea indica,Leeaceae,5.4,22.9,5,None
341,19.11.2010,Hathure,2,FRAGMENT,Leea indica,Leeaceae,5.7,25.52,4,None
342,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,5.7,25.52,6,None
343,19.11.2010,Hathure,2,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,4.1,13.2,2,None
344,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,5,None
345,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,4.5,15.9,4,None
346,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,7.6,45.36,8,None
347,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,3.2,8.04,4,None
348,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,5,None
349,19.11.2010,Hathure,2,FRAGMENT,Leea indica,Leeaceae,3.5,9.62,4.5,None
350,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,4.8,18.1,3.5,None
351,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,5.7,25.52,4.5,None
352,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3.5,None
353,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,4.1,13.2,5,None
354,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,4.1,13.2,4.5,None
355,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,8.5,None
356,19.11.2010,Hathure,2,FRAGMENT,Symplocos racemosa,Symplocaceae,6.7,35.26,5,None
357,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,3.5,9.62,4,None
358,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,6,28.27,5,None
359,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,4.5,None
360,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,7,None
361,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,9.5,70.88,6.5,None
362,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,5.7,25.52,6,None
363,19.11.2010,Hathure,2,FRAGMENT,Glochidion malabaricum,Euphorbiaceae,4.1,13.2,4.5,None
364,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,8,50.27,NA,cut/broken
365,19.11.2010,Hathure,2,FRAGMENT,Chionanthus malabaricus,Oleaceae,4.8,18.1,9,None
366,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.5,9.62,2.5,None
367,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,14.3,160.61,NA,cut/broken
368,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,7,None
369,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,3.5,None
370,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.7,25.52,4,None
371,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,3.8,None
372,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,8.3,54.11,5,None
373,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,6.4,32.17,3.5,None
374,19.11.2010,Hathure,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,15.9,198.56,10,None
375,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.4,22.9,5.5,None
376,19.11.2010,Hathure,2,FRAGMENT,Clerodendrum viscosum,Verbenaceae,8.6,58.09,7,None
377,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,8.3,54.11,5.5,None
378,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,3.5,None
379,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.1,13.2,NA,cut/broken
380,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,7.3,41.85,6,None
381,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,5,None
382,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,4.8,18.1,7,None
383,19.11.2010,Hathure,2,FRAGMENT,Chionanthus malabaricus,Oleaceae,12.7,126.68,8,None
384,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,6.4,32.17,8,None
385,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,5.4,22.9,6,None
386,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,6,28.27,5.5,None
387,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,4.5,15.9,6,None
388,19.11.2010,Hathure,2,FRAGMENT,Trichilia connaroides,Meliaceae,3.8,11.34,5,None
389,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,3.8,11.34,5,None
390,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,5.4,22.9,6.5,None
391,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,8.3,54.11,5.5,None
392,19.11.2010,Hathure,2,FRAGMENT,Mallotus philippensis,Euphorbiaceae,5.4,22.9,5,None
393,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,6.5,None
394,19.11.2010,Hathure,2,FRAGMENT,Aglaia elaeagnoidea,Meliaceae,3.2,8.04,4,None
395,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.4,22.9,4.5,None
396,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,8.3,54.11,6,None
397,19.11.2010,Hathure,2,FRAGMENT,Mallotus tetracoccus,Euphorbiaceae,8.9,62.21,10.5,None
398,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,5.5,None
399,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7,38.48,4,None
400,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,5.5,None
401,19.11.2010,Hathure,2,FRAGMENT,Grevia microcarpa,Tiliaceae,15,176.71,9,None
402,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,5,None
403,19.11.2010,Hathure,2,FRAGMENT,Aglaia elaeagnoidea,Meliaceae,4.8,18.1,5,None
404,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,6,None
405,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,5.5,None
406,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,6.5,None
407,19.11.2010,Hathure,2,FRAGMENT,Caryota urens,Arecaceae,49,1885.74,22,None
408,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,8.6,58.09,4.5,None
409,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,4.1,13.2,5,None
410,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,6.4,32.17,3.5,None
411,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,3.5,9.62,4.5,None
412,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.1,20.43,6,None
413,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.1,20.43,6,None
414,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,5,None
415,19.11.2010,Hathure,2,FRAGMENT,Ficus hispida,Moraceae,4.1,13.2,5,None
416,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,3,None
417,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,4.1,13.2,4,None
418,19.11.2010,Hathure,2,FRAGMENT,Garcinia gummi-gutta,Clusiaceae,5.4,22.9,4,None
419,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.1,20.43,4.5,None
420,19.11.2010,Hathure,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,9.5,70.88,6,None
421,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,4,None
422,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,4,None
423,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.5,15.9,3,None
424,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,4.5,None
425,19.11.2010,Hathure,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,12.1,114.99,8,None
426,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7,38.48,5.5,None
427,19.11.2010,Hathure,2,FRAGMENT,Diospyros sylvatica,Ebenaceae,10.2,81.71,7,None
428,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,8.6,58.09,8,None
429,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,7,None
430,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,10.2,81.71,7.5,None
431,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.5,15.9,4,None
432,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.1,13.2,3,None
433,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,7,38.48,8,None
434,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,8.3,54.11,7.5,None
435,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.1,13.2,4,None
436,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,7,38.48,5.5,None
437,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,12.4,120.76,6,None
438,19.11.2010,Hathure,2,FRAGMENT,Mangifera indica,Anacardiaceae,5.7,25.52,6.5,None
439,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,7,None
440,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.2,8.04,4,None
441,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.7,25.52,6.5,None
442,19.11.2010,Hathure,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,11.5,103.87,9,None
443,19.11.2010,Hathure,2,FRAGMENT,Trichilia connaroides,Meliaceae,4.1,13.2,NA,cut/broken
444,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,6,None
445,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.5,9.62,3,None
446,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.8,11.34,3,None
447,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,5.1,20.43,5,None
448,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,17.5,240.53,6.5,None
449,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7,38.48,6,None
450,19.11.2010,Hathure,2,FRAGMENT,Canarium strictum,Burseraceae,141.6,15747.67,34,None
451,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,7.3,41.85,5,None
452,19.11.2010,Hathure,2,FRAGMENT,NA,NA,7.3,41.85,NA,cut/broken
453,19.11.2010,Hathure,2,FRAGMENT,Flacourtia montana,Flacourtiaceae,10.2,81.71,5.5,None
454,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,6,28.27,6,None
455,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.7,25.52,6.9,None
456,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,6,28.27,8,None
457,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.1,20.43,5.5,None
458,19.11.2010,Hathure,2,FRAGMENT,Artocarpus hirsutus,Moraceae,12.7,126.68,9,None
459,19.11.2010,Hathure,2,FRAGMENT,Actinodaphne malabarica,Lauraceae,11.1,96.77,8,None
460,19.11.2010,Hathure,2,FRAGMENT,Goniothalamus cardiapetalus,Annonaceae,8.4,55.42,4,None
461,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3.5,None
462,19.11.2010,Hathure,2,FRAGMENT,Mallotus philippensis,Euphorbiaceae,7.3,41.85,5.5,None
463,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,10.5,86.59,7,None
464,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.5,9.62,4,None
465,19.11.2010,Hathure,2,FRAGMENT,Garcinia gummi-gutta,Clusiaceae,4.8,18.1,6.5,None
466,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.1,20.43,3,None
467,19.11.2010,Hathure,2,FRAGMENT,Holigarna grahamii,Anacardiaceae,8.9,62.21,6,None
468,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.1,20.43,6,None
469,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.8,11.34,4,None
470,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,6,28.27,5,None
471,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,5.4,22.9,5.5,None
472,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,3.8,11.34,4,None
473,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.7,25.52,6,None
474,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,7.6,45.36,2,None
475,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.5,9.62,4,None
476,19.11.2010,Hathure,2,FRAGMENT,Leea indica,Leeaceae,4.5,15.9,3.5,None
477,19.11.2010,Hathure,2,FRAGMENT,Holigarna grahamii,Anacardiaceae,3.5,9.62,4,None
478,19.11.2010,Hathure,2,FRAGMENT,Holigarna grahamii,Anacardiaceae,5.1,20.43,5,None
479,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,6,28.27,6,None
480,19.11.2010,Hathure,2,FRAGMENT,Aglaia elaeagnoidea,Meliaceae,3.5,9.62,3.5,None
481,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,5.5,None
482,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,3.5,9.62,3,None
483,19.11.2010,Hathure,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,10.5,86.59,8,None
484,19.11.2010,Hathure,2,FRAGMENT,Psychotria nigra,Rubiaceae,3.5,9.62,3.5,None
485,19.11.2010,Hathure,2,FRAGMENT,Canarium strictum,Burseraceae,98.7,7651.11,31,None
486,19.11.2010,Hathure,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,9.2,66.48,5.5,None
487,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,4,None
488,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,4.5,15.9,5.5,None
489,19.11.2010,Hathure,2,FRAGMENT,Dimocarpus longan,Sapindaceae,4.8,18.1,5,None
490,19.11.2010,Hathure,2,FRAGMENT,Caryota urens,Arecaceae,33.7,891.97,19,None
491,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,7.6,45.36,6,None
492,19.11.2010,Hathure,2,FRAGMENT,Knema attenuata,Myristicaceae,6,28.27,3,None
493,19.11.2010,Hathure,2,FRAGMENT,Goniothalamus cardiapetalus,Annonaceae,10.5,86.59,4,None
494,19.11.2010,Hathure,2,FRAGMENT,Cinnamomum malabathrum,Lauraceae,10.8,91.61,8,None
495,19.11.2010,Hathure,2,FRAGMENT,Goniothalamus cardiapetalus,Annonaceae,8.7,59.45,4.5,None
496,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.2,8.04,3.5,None
497,19.11.2010,Hathure,2,FRAGMENT,Nothopegia beddomei,Anacardiaceae,5.1,20.43,NA,cut/broken
498,24.11.2010,Ruduraguppae,1,FRAGMENT,Garcinia gummi-gutta,Clusiaceae,58.6,2697.03,21.5,None
499,24.11.2010,Ruduraguppae,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,4.5,15.9,4.5,None
500,24.11.2010,Ruduraguppae,1,FRAGMENT,Celtis philippensis,Ulmaceae,3.2,8.04,4.5,None
501,24.11.2010,Ruduraguppae,1,FRAGMENT,Diospyros sylvatica,Ebenaceae,3.8,11.34,4.5,None
502,24.11.2010,Ruduraguppae,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.5,9.62,5.5,None
503,24.11.2010,Ruduraguppae,1,FRAGMENT,Celtis philippensis,Ulmaceae,4.5,15.9,NA,cut/broken
504,24.11.2010,Ruduraguppae,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,3.5,9.62,NA,cut/broken
505,24.11.2010,Ruduraguppae,1,FRAGMENT,Casearia ovata,Flacourtiaceae,5.4,22.9,3.5,None
506,24.11.2010,Ruduraguppae,1,FRAGMENT,Nothopegia beddomei,Anacardiaceae,7.3,41.85,3,None
